Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
S. 2003,https://www.congress.gov/bill/96th-congress/senate-bill/2003,96th Congress (1979-1980),A bill to relating to the White Clay Creek Watershed in the States of Delaware and Pennsylvania.,"Biden, Joseph R., Jr. [Sen.-D-DE] (Introduced 11/13/1979)",11/13/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,11/13/1979,0,,,,,
S. 1962,https://www.congress.gov/bill/96th-congress/senate-bill/1962,96th Congress (1979-1980),A bill to amend the Federal Water Pollution Control Act to revise the allotment formula for grants for construction of treatment works.,"Pell, Claiborne [Sen.-D-RI] (Introduced 10/31/1979)",10/31/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,10/31/1979,1,,,,,
S. 1934,https://www.congress.gov/bill/96th-congress/senate-bill/1934,96th Congress (1979-1980),A bill to provide for authorization of a price support loan program for municipal solid waste to energy systems.,"Bradley, Bill [Sen.-D-NJ] (Introduced 10/24/1979)",10/24/1979,Senate - Energy and Natural Resources,Referred to Senate Committee on Energy and Natural Resources.,10/24/1979,0,,,,,
S. 1821,https://www.congress.gov/bill/96th-congress/senate-bill/1821,96th Congress (1979-1980),"A bill to establish a Nuclear Waste Management Authority, and for other purposes.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 09/25/1979)",9/25/1979,"Senate - Energy and Natural Resources, Environment and Public Works, Governmental Affairs",Referred to Senate Committee on Governmental Affairs.,9/25/1979,0,,,,,
S. 1767,https://www.congress.gov/bill/96th-congress/senate-bill/1767,96th Congress (1979-1980),A bill to amend Title III of the Outer Continental Shelf Lands Act Amendments of 1978.,"Bentsen, Lloyd M. [Sen.-D-TX] (Introduced 09/18/1979)",9/18/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,9/18/1979,0,,,,,
S. 1754,https://www.congress.gov/bill/96th-congress/senate-bill/1754,96th Congress (1979-1980),A bill to determine the causes and effects of acid precipitation throughout the United States and to develop and implement solutions to this problem.,"Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 09/14/1979)",9/14/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,9/14/1979,10,,,,,
S. 1635,https://www.congress.gov/bill/96th-congress/senate-bill/1635,96th Congress (1979-1980),"A bill to investigate the water and related resources of four Idaho river basins to determine ways to restore or improve the habitat of anadromous species of fish, and for other purposes.","Church, Frank [Sen.-D-ID] (Introduced 08/02/1979)",8/2/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,8/2/1979,0,,,,,
S. 1521,https://www.congress.gov/bill/96th-congress/senate-bill/1521,96th Congress (1979-1980),"A bill to expand the licensing and related regulatory authority of the Nuclear Regulatory Commission over storage and disposal facilities for nuclear waste, to provide for meaningful State participation in the licensing of such facilities, and to establish a schedule for implementation of waste management planning.","Randolph, Jennings [Sen.-D-WV] (Introduced 07/16/1979)",7/16/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,7/16/1979,1,,,,,
S. 1484,https://www.congress.gov/bill/96th-congress/senate-bill/1484,96th Congress (1979-1980),"A bill to amend the Clean Air Act with respect to the prevention and control of air pollution in border areas of the United States and countries contiguous to the United States, and for other purposes.","Tower, John G. [Sen.-R-TX] (Introduced 07/12/1979)",7/12/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,7/12/1979,1,,,,,
S. 1480,https://www.congress.gov/bill/96th-congress/senate-bill/1480,96th Congress (1979-1980),Hazardous Substance Response Revenue Act of 1980,"Culver, John C. [Sen.-D-IA] (Introduced 07/11/1979)",7/11/1979,"Senate - Environment and Public Works, Finance","Measure indefinitely postponed in Senate, H. R. 7020 passed in lieu.",11/24/1980,24,,,,,
S. 1443,https://www.congress.gov/bill/96th-congress/senate-bill/1443,96th Congress (1979-1980),A bill to provide for state veto of nuclear waste storage.,"Durkin, John A. [Sen.-D-NH] (Introduced 06/27/1979)",6/27/1979,Senate - Energy and Natural Resources,Referred to Senate Committee on Energy and Natural Resources.,6/27/1979,0,,,,,
S. 1416,https://www.congress.gov/bill/96th-congress/senate-bill/1416,96th Congress (1979-1980),A bill to amend the Clean Air Act with respect to temporary emergency suspensions of implementation plan provisions.,"Huddleston, Walter (Dee) [Sen.-D-KY] (Introduced 06/26/1979)",6/26/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/26/1979,2,,,,,
S. 1360,https://www.congress.gov/bill/96th-congress/senate-bill/1360,96th Congress (1979-1980),"A bill to amend the Atomic Energy Act of 1954, as amended, to authorize and direct the Secretary of Energy to enter into formal arrangements with a State to provide for State concurrence in the planning, siting, development, construction and operation of specified radioactive waste storage and disposal facilities, and for other purposes.","Domenici, Pete V. [Sen.-R-NM] (Introduced 06/18/1979)",6/18/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/18/1979,0,,,,,
S. 1358,https://www.congress.gov/bill/96th-congress/senate-bill/1358,96th Congress (1979-1980),A bill to provide that major stationary sources complying with all applicable emission limitations and standards of performance established pursuant to the Clean Air Act shall not be subject to any more stringent limitations or standards for a period of ten years.,"Huddleston, Walter (Dee) [Sen.-D-KY] (Introduced 06/18/1979)",6/18/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/18/1979,2,,,,,
S. 1341,https://www.congress.gov/bill/96th-congress/senate-bill/1341,96th Congress (1979-1980),"A bill to amend the Federal Water Pollution Control Act, as amended, and the Solid Waste Disposal Act, as amended, to provide a system of response, liability, and compensation for releases of oil, hazardous substances, and hazardous wastes, to establish a response and liability fund, and for other purposes.","Culver, John C. [Sen.-D-IA] (Introduced 06/14/1979)",6/14/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/14/1979,4,,,,,
S. 1328,https://www.congress.gov/bill/96th-congress/senate-bill/1328,96th Congress (1979-1980),"A bill to amend the Federal Water Pollution Control Act to provide an additional allotment of funds to certain States, and for other purposes.","Hatfield, Mark O. [Sen.-R-OR] (Introduced 06/13/1979)",6/13/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/13/1979,13,,,,,
S. 1325,https://www.congress.gov/bill/96th-congress/senate-bill/1325,96th Congress (1979-1980),"A bill to provide for post-closure liability and compensation for claims arising from discharges from hazardous waste management facilities permitted under subtitle C of the Solid Waste Disposal Act, and for other purposes.","Randolph, Jennings [Sen.-D-WV] (Introduced 06/12/1979)",6/12/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/12/1979,0,,,,,
S. 1313,https://www.congress.gov/bill/96th-congress/senate-bill/1313,96th Congress (1979-1980),"A bill to amend the Federal Water Pollution Control Act, as amended.","Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 06/12/1979)",6/12/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/12/1979,2,,,,,
S. 1282,https://www.congress.gov/bill/96th-congress/senate-bill/1282,96th Congress (1979-1980),A bill to provide for the cleanup of hazardous waste dump sites that present an imminent threat to human health or safety.,"Williams, Harrison A., Jr. [Sen.-D-NJ] (Introduced 06/05/1979)",6/5/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,6/5/1979,0,,,,,
S. 1222,https://www.congress.gov/bill/96th-congress/senate-bill/1222,96th Congress (1979-1980),A bill to repeal Section 125 of the Clean Air Act.,"Huddleston, Walter (Dee) [Sen.-D-KY] (Introduced 05/23/1979)",5/23/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,5/23/1979,4,,,,,
S. 1158,https://www.congress.gov/bill/96th-congress/senate-bill/1158,96th Congress (1979-1980),A bill to amend the Clean Air Act and the Clean Air Act Amendments of 1977 to delay for one year certain provisions relating to areas which fail to meet national ambient air quality standards.,"Garn, E. J. (Jake) [Sen.-R-UT] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,5/15/1979,19,,,,,
S. 1156,https://www.congress.gov/bill/96th-congress/senate-bill/1156,96th Congress (1979-1980),Solid Waste Disposal Act Amendments of 1980,"Randolph, Jennings [Sen.-D-WV] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Public Law 96-482.,10/21/1980,0,,,,,
S. 1148,https://www.congress.gov/bill/96th-congress/senate-bill/1148,96th Congress (1979-1980),"A bill to reauthorize Title I of the Marine Protection, Research, and Sanctuaries Act, and for other purposes.","Muskie, Edmund S. [Sen.-D-ME] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Public Law 96-572.,12/22/1980,0,,,,,
S. 1147,https://www.congress.gov/bill/96th-congress/senate-bill/1147,96th Congress (1979-1980),A bill to extend certain provisions of the Toxic Substances Control Act for three years.,"Muskie, Edmund S. [Sen.-D-ME] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Measure passed Senate.,5/22/1979,0,,,,,
S. 1146,https://www.congress.gov/bill/96th-congress/senate-bill/1146,96th Congress (1979-1980),An act to extend for three fiscal years the authorizations for appropriations under the Safe Drinking Water Act.,"Muskie, Edmund S. [Sen.-D-ME] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Public Law 96-63.,9/6/1979,0,,,,,
S. 1144,https://www.congress.gov/bill/96th-congress/senate-bill/1144,96th Congress (1979-1980),A bill to authorize appropriations for the Quiet Communities Act for fiscal years 1980 and 1981.,"Culver, John C. [Sen.-D-IA] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Conference scheduled in House.,5/8/1980,0,,,,,
S. 1141,https://www.congress.gov/bill/96th-congress/senate-bill/1141,96th Congress (1979-1980),An original bill to amend the Hazardous Materials Transportation Act to authorize appropriations for fiscal year 1980.,"Cannon, Howard W. [Sen.-D-NV] (Introduced 05/15/1979)",5/15/1979,"Senate - Commerce, Science, and Transportation",Senate agreed to House amendments with an amendment.,9/30/1980,0,,,,,
S. 1136,https://www.congress.gov/bill/96th-congress/senate-bill/1136,96th Congress (1979-1980),"A bill to authorize a flexible environmental program of integrated financial assistance to States and local governments to plan, manage, and implement abatement and control strategies in a more efficient and effective manner.","Culver, John C. [Sen.-D-IA] (Introduced 05/15/1979)",5/15/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,5/15/1979,5,,,,,
S. 1123,https://www.congress.gov/bill/96th-congress/senate-bill/1123,96th Congress (1979-1980),"An original bill to amend section 204 of the Marine Protection, Research, and Sanctuaries Act of 1972 to authorize appropriations for title II of such Act for fiscal year 1980.","Cannon, Howard W. [Sen.-D-NV] (Introduced 05/11/1979)",5/11/1979,"Senate - Commerce, Science, and Transportation",Public Law 96-381.,10/6/1980,0,,,,,
S. 1122,https://www.congress.gov/bill/96th-congress/senate-bill/1122,96th Congress (1979-1980),An original bill to amend section 10 of the National Ocean Pollution Research and Development and Monitoring Planning Act of 1978 to authorize appropriations for such Act for fiscal year 1980.,"Cannon, Howard W. [Sen.-D-NV] (Introduced 05/11/1979)",5/11/1979,"Senate - Commerce, Science, and Transportation","Measure indefinitely postponed in Senate, H. R. 2520 passed in lieu.",5/17/1979,0,,,,,
S. 1049,https://www.congress.gov/bill/96th-congress/senate-bill/1049,96th Congress (1979-1980),A bill to establish a National Bank for Community Conservation to provide financial assistance to distressed areas for the conservation of existing public capital infrastructure.,"Javits, Jacob K. [Sen.-R-NY] (Introduced 05/01/1979)",5/1/1979,"Senate - Banking, Housing, and Urban Affairs","Referred to Senate Committee on Banking, Housing and Urban Affairs.",5/1/1979,1,,,,,
S. 1046,https://www.congress.gov/bill/96th-congress/senate-bill/1046,96th Congress (1979-1980),"A bill to amend the Solid Waste Disposal Act (as amended by the Resource Conservation and Recovery Act of 1976) to establish a program for the identification and reclamation of abandoned hazardous waste sites, to establish a fund to be used for the reclamation of hazardous waste sites and for the compensation of persons injured by hazardous waste, to provide a Federal cause of action for damages caused by hazardous waste, and for other purposes.","Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 04/30/1979)",4/30/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,4/30/1979,1,,,,,
S. 1013,https://www.congress.gov/bill/96th-congress/senate-bill/1013,96th Congress (1979-1980),A bill to require the Administrator of the Federal Aviation Administration to prepare and put into effect comprehensive noise abatement plans for airports operated by the Administrator.,"Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 04/25/1979)",4/25/1979,"Senate - Commerce, Science, and Transportation","Referred to Senate Committee on Commerce, Science, and Transportation.",4/25/1979,0,,,,,
S. 1006,https://www.congress.gov/bill/96th-congress/senate-bill/1006,96th Congress (1979-1980),A bill to permit the emergency use of the pesticide mirex on imported fire ants in accordance with certain health and safety standards of the Environmental Protection Agency.,"Cochran, Thad [Sen.-R-MS] (Introduced 04/25/1979)",4/25/1979,"Senate - Agriculture, Nutrition, and Forestry","Referred to Senate Committee on Agriculture, Nutrition and Forestry.",4/25/1979,3,,,,,
S. 953,https://www.congress.gov/bill/96th-congress/senate-bill/953,96th Congress (1979-1980),"A bill to provide a comprehensive system of liability and compensation for oil spill damage and removal costs, and for other purposes.","Cannon, Howard W. [Sen.-D-NV] (Introduced 04/10/1979)",4/10/1979,"Senate - Commerce, Science, and Transportation, Environment and Public Works",Referred to Senate Committee on Environment and Public Works.,4/10/1979,0,,,,,
S. 952,https://www.congress.gov/bill/96th-congress/senate-bill/952,96th Congress (1979-1980),A bill to amend the Anadromous Fish Conservation Act.,"Durkin, John A. [Sen.-D-NH] (Introduced 04/10/1979)",4/10/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,4/10/1979,0,,,,,
S. 949,https://www.congress.gov/bill/96th-congress/senate-bill/949,96th Congress (1979-1980),A bill to amend the National Environmental Policy Act of 1969 to provide for a statute of limitations with respect to judicial review of environmental impact statements.,"Burdick, Quentin N. [Sen.-D-ND] (Introduced 04/10/1979)",4/10/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,4/10/1979,14,,,,,
S. 901,https://www.congress.gov/bill/96th-congress/senate-bill/901,96th Congress (1979-1980),An act to amend the Clean Water Act of 1977 to extend the moratorium on industrial cost recovery.,"Chafee, John H. [Sen.-R-RI] (Introduced 04/05/1979)",4/5/1979,Senate - Environment and Public Works,Public Law 96-148.,12/16/1979,1,,,,,
S. 874,https://www.congress.gov/bill/96th-congress/senate-bill/874,96th Congress (1979-1980),A bill to abolish the California Debris Commission.,"Cranston, Alan [Sen.-D-CA] (Introduced 04/04/1979)",4/4/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,4/4/1979,0,,,,,
S. 858,https://www.congress.gov/bill/96th-congress/senate-bill/858,96th Congress (1979-1980),"A bill to ensure that oil shale operations are conducted in an environmentally sound manner, and that government and the public have adequate information on the environmental effects of oil shale operations","Hart, Gary W. [Sen.-D-CO] (Introduced 04/02/1979)",4/2/1979,Senate - Environment and Public Works,Referred to Senate Committee on Environment and Public Works.,4/2/1979,0,,,,,
S. 853,https://www.congress.gov/bill/96th-congress/senate-bill/853,96th Congress (1979-1980),"A bill to amend the Act of July 2, 1940, as amended, to increase the amount authorized to be appropriated for the Canal Zone Biological Area.","Jackson, Henry M. [Sen.-D-WA] (Introduced 04/02/1979)",4/2/1979,Senate - Rules and Administration,Referred to Senate Committee on Rules and Administration.,4/2/1979,1,,,,,
