Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 2980,https://www.congress.gov/bill/105th-congress/house-bill/2980,105th Congress (1997-1998),"To amend the Solid Waste Disposal Act to require a refund value for certain beverage containers, to provide resources for State pollution prevention and recycling programs, and for other purposes.","Allen, Thomas H. [Rep.-D-ME-1] (Introduced 11/09/1997)",11/9/1997,House - Commerce,Referred to the Subcommittee on Finance and Hazardous Materials.,12/9/1997,0,,,,,
H.R. 2961,https://www.congress.gov/bill/105th-congress/house-bill/2961,105th Congress (1997-1998),To permit the Administrator of the Environmental Protection Agency to enter into cooperative research and development agreements for environmental protection.,"Olver, John W. [Rep.-D-MA-1] (Introduced 11/08/1997)",11/8/1997,House - Science,Referred to the Subcommittee on Energy and Environment.,11/18/1997,0,,,,,
H.R. 2952,https://www.congress.gov/bill/105th-congress/house-bill/2952,105th Congress (1997-1998),"To amend the Public Health Service Act to authorize a national program to reduce the threat to human health posed by exposure to contaminants in the air indoors, and for other purposes.","Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 11/08/1997)",11/8/1997,House - Commerce,Referred to the Subcommittee on Health and Environment.,11/20/1997,1,,,,,
H.R. 2914,https://www.congress.gov/bill/105th-congress/house-bill/2914,105th Congress (1997-1998),"To improve the governmental environmental research and information by organizing a National Institute for the Environment, and for other purposes.","Saxton, Jim [Rep.-R-NJ-3] (Introduced 11/07/1997)",11/7/1997,House - Science,Referred to the Subcommittee on Basic Research.,11/13/1997,92,,,,,
H.R. 2910,https://www.congress.gov/bill/105th-congress/house-bill/2910,105th Congress (1997-1998),"To reduce the risk of mercury pollution through use reduction, increased recycling, and reduction of emissions into the environment, and for other purposes.","Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 11/07/1997)",11/7/1997,"House - Commerce, Agriculture","Referred to the Subcommittee on Department Operations, Nutrition and Foreign Agriculture.",11/25/1997,3,,,,,
H.R. 2823,https://www.congress.gov/bill/105th-congress/house-bill/2823,105th Congress (1997-1998),"To direct the Administrator of the Environmental Protection Agency to carry out a pilot program for restoration of urban watersheds and community environments in the Anacostia River watershed, District of Columbia and Maryland, and for other purposes.","Norton, Eleanor Holmes [Del.-D-DC-At Large] (Introduced 11/05/1997)",11/5/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,11/17/1997,4,,,,,
H.R. 2762,https://www.congress.gov/bill/105th-congress/house-bill/2762,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to improve the protection of the Nation's wetlands and watersheds, and for other purposes.","Gilchrest, Wayne T. [Rep.-R-MD-1] (Introduced 10/29/1997)",10/29/1997,House - Transportation and Infrastructure,Subcommittee Hearings Held.,12/9/1997,0,,,,,
H.R. 2750,https://www.congress.gov/bill/105th-congress/house-bill/2750,105th Congress (1997-1998),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.","Barcia, James A. [Rep.-D-MI-5] (Introduced 10/28/1997)",10/28/1997,"House - Commerce, Transportation and Infrastructure",See H.R.2727.,6/9/1998,3,,,,,
H.R. 2741,https://www.congress.gov/bill/105th-congress/house-bill/2741,105th Congress (1997-1998),"To provide a conditional exemption under section 404 of the Federal Water Pollution Control Act, relating to discharges of dredged or fill material, for maintenance of certain flood control projects.","McKeon, Howard P. ""Buck"" [Rep.-R-CA-25] (Introduced 10/24/1997)",10/24/1997,House - Transportation and Infrastructure,Subcommittee Hearings Held.,1/28/1998,17,,,,,
H.R. 2733,https://www.congress.gov/bill/105th-congress/house-bill/2733,105th Congress (1997-1998),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to clarify liability under that Act for certain recycling transactions.","Tauzin, W. J. (Billy) [Rep.-R-LA-3] (Introduced 10/24/1997)",10/24/1997,"House - Commerce, Transportation and Infrastructure",See H.R.2727.,6/9/1998,310,,,,,
H.R. 2727,https://www.congress.gov/bill/105th-congress/house-bill/2727,105th Congress (1997-1998),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to reauthorize and reform the Superfund program, and for other purposes.","Boehlert, Sherwood [Rep.-R-NY-23] (Introduced 10/23/1997)",10/23/1997,"House - Commerce, Transportation and Infrastructure, Ways and Means",Sponsor introductory remarks on measure. (CR H4641),6/17/1998,45,,,,,
H.R. 2670,https://www.congress.gov/bill/105th-congress/house-bill/2670,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to permit grants for the national estuary program to be used for the development and implementation of a comprehensive conservation and management plan, to reauthorize appropriations to carry out the program, and for other purposes.","Saxton, Jim [Rep.-R-NJ-3] (Introduced 10/09/1997)",10/9/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,10/23/1997,37,,,,,
H.R. 2654,https://www.congress.gov/bill/105th-congress/house-bill/2654,105th Congress (1997-1998),To amend the Solid Waste Disposal Act to permit States and political subdivisions to control the disposal of out-of-State municipal solid waste within their boundaries.,"Greenwood, James C. [Rep.-R-PA-8] (Introduced 10/09/1997)",10/9/1997,House - Commerce,Referred to the Subcommittee on Finance and Hazardous Materials.,10/27/1997,0,,,,,
H.R. 2627,https://www.congress.gov/bill/105th-congress/house-bill/2627,105th Congress (1997-1998),To limit the authority of the Administrator of the Environmental Protection Agency to ban metered-dose inhalers.,"Foley, Mark [Rep.-R-FL-16] (Introduced 10/07/1997)",10/7/1997,House - Commerce,Referred to the Subcommittee on Health and Environment.,11/14/1997,29,,,,,
H.R. 2601,https://www.congress.gov/bill/105th-congress/house-bill/2601,105th Congress (1997-1998),To exempt prescribed burning on national forestlands from regulation under the Clean Air Act.,"Rogan, James E. [Rep.-R-CA-27] (Introduced 10/01/1997)",10/1/1997,House - Commerce,Referred to the Subcommittee on Health and Environment.,10/15/1997,4,,,,,
H.R. 2485,https://www.congress.gov/bill/105th-congress/house-bill/2485,105th Congress (1997-1998),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (42 U.S.C. 9601 et seq.) to provide liability relief for small parties, innocent landowners, and prospective purchasers.","Stupak, Bart [Rep.-D-MI-1] (Introduced 09/16/1997)",9/16/1997,"House - Commerce, Transportation and Infrastructure",See H.R.2727.,6/9/1998,22,,,,,
H.R. 2479,https://www.congress.gov/bill/105th-congress/house-bill/2479,105th Congress (1997-1998),To authorize a study by the National Academy of Sciences on the migration of plutonium underground at the Nevada Test Site.,"Ensign, John [Rep.-R-NV-1] (Introduced 09/16/1997)",9/16/1997,"House - National Security, Commerce",Executive Comment Requested from DOE.,10/27/1997,1,,,,,
H.R. 2451,https://www.congress.gov/bill/105th-congress/house-bill/2451,105th Congress (1997-1998),"To protect children and other vulnerable subpopulations from exposure to certain environmental pollutants, and for other purposes.","Moran, James P. [Rep.-D-VA-8] (Introduced 09/10/1997)",9/10/1997,House - Commerce,"Referred to the Subcommittee on Finance and Hazardous Materials, for a period to be subsequently determined by the Chairman.",9/19/1997,17,,,,,
H.R. 2415,https://www.congress.gov/bill/105th-congress/house-bill/2415,105th Congress (1997-1998),To amend the Federal Water Pollution Control Act concerning the effect of administrative orders on civil penalty actions.,"Condit, Gary A. [Rep.-D-CA-18] (Introduced 09/05/1997)",9/5/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,9/18/1997,0,,,,,
H.R. 2374,https://www.congress.gov/bill/105th-congress/house-bill/2374,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to provide special funding to States for implementation of national estuary conservation and management plans, and for other purposes.","Lowey, Nita M. [Rep.-D-NY-18] (Introduced 08/01/1997)",8/1/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,8/14/1997,20,,,,,
H.R. 2365,https://www.congress.gov/bill/105th-congress/house-bill/2365,105th Congress (1997-1998),"To reduce acid deposition under the Clean Air Act, and for other purposes.","Solomon, Gerald B. H. [Rep.-R-NY-22] (Introduced 07/31/1997)",7/31/1997,House - Commerce,Referred to the Subcommittee on Health and Environment.,8/8/1997,23,,,,,
H.R. 2328,https://www.congress.gov/bill/105th-congress/house-bill/2328,105th Congress (1997-1998),"To amend the Clean Air Act to impose certain requirements on areas upwind of ozone nonattainment areas, and for other purposes.","Condit, Gary A. [Rep.-D-CA-18] (Introduced 07/31/1997)",7/31/1997,House - Commerce,Referred to the Subcommittee on Health and Environment.,8/18/1997,12,,,,,
H.R. 2222,https://www.congress.gov/bill/105th-congress/house-bill/2222,105th Congress (1997-1998),To amend the Federal Water Pollution Control Act relating to Federal facilities pollution control.,"DeFazio, Peter A. [Rep.-D-OR-4] (Introduced 07/23/1997)",7/23/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,8/4/1997,13,,,,,
H.R. 2207,https://www.congress.gov/bill/105th-congress/house-bill/2207,105th Congress (1997-1998),Coastal Pollution Reduction Act of 1997,"Romero-Barcelo, Carlos A. [Resident Commissioner-D-PR-At Large] (Introduced 07/22/1997)",7/22/1997,House - Transportation and Infrastructure | Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held.,7/9/1998,1,,,,,
H.R. 2155,https://www.congress.gov/bill/105th-congress/house-bill/2155,105th Congress (1997-1998),"To authorize continuation of a nationwide permit for discharges of dredged or fill materials into headwaters and isolated waters, and for other purposes.","Neumann, Mark W. [Rep.-R-WI-1] (Introduced 07/11/1997)",7/11/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/24/1997,0,,,,,
H.R. 2138,https://www.congress.gov/bill/105th-congress/house-bill/2138,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to provide for the use of biological monitoring and whole effluent toxicity tests in connection with publicly owned treatment works, municipal separate storm sewer systems, and municipal combined sewer overflows, including control facilities, and other wet weather control facilities, and for other purposes.","Hefley, Joel [Rep.-R-CO-5] (Introduced 07/10/1997)",7/10/1997,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/24/1997,2,,,,,
H.R. 2118,https://www.congress.gov/bill/105th-congress/house-bill/2118,105th Congress (1997-1998),To prohibit smoking in Federal buildings.,"Traficant, James A., Jr. [Rep.-D-OH-17] (Introduced 07/08/1997)",7/8/1997,"House - Transportation and Infrastructure, Judiciary, House Oversight",Forwarded by Subcommittee to Full Committee (Amended) by the Yeas and Nays: 9 - 0.,10/28/1997,8,,,,,
H.R. 2102,https://www.congress.gov/bill/105th-congress/house-bill/2102,105th Congress (1997-1998),"To amend the Hazardous and Solid Waste Amendments of 1984 to repeal the sunset of the Environmental Protection Agency Office of Ombudsman, and for other purposes.","Talent, Jim [Rep.-R-MO-2] (Introduced 06/26/1997)",6/26/1997,House - Commerce,Referred to the Subcommittee on Finance and Hazardous Materials.,7/14/1997,1,,,,,
H.R. 2094,https://www.congress.gov/bill/105th-congress/house-bill/2094,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to improve the quality of coastal recreation waters, and for other purposes.","Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 06/26/1997)",6/26/1997,House - Transportation and Infrastructure,Subcommittee Hearings Held.,8/6/1998,52,,,,,
